Flow.ID,Source.IP,Source.Port,Destination.IP,Destination.Port,Protocol,Timestamp,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.Packet.Length.Mean,Fwd.Packet.Length.Std,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Std,Flow.Bytes.s,Flow.Packets.s,Flow.IAT.Mean,Flow.IAT.Std,Flow.IAT.Max,Flow.IAT.Min,Fwd.IAT.Total,Fwd.IAT.Mean,Fwd.IAT.Std,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.IAT.Total,Bwd.IAT.Mean,Bwd.IAT.Std,Bwd.IAT.Max,Bwd.IAT.Min,Fwd.PSH.Flags,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,Fwd.Header.Length,Bwd.Header.Length,Fwd.Packets.s,Bwd.Packets.s,Min.Packet.Length,Max.Packet.Length,Packet.Length.Mean,Packet.Length.Std,Packet.Length.Variance,FIN.Flag.Count,SYN.Flag.Count,RST.Flag.Count,PSH.Flag.Count,ACK.Flag.Count,URG.Flag.Count,CWE.Flag.Count,ECE.Flag.Count,Down.Up.Ratio,Average.Packet.Size,Avg.Fwd.Segment.Size,Avg.Bwd.Segment.Size,Fwd.Header.Length.1,Fwd.Avg.Bytes.Bulk,Fwd.Avg.Packets.Bulk,Fwd.Avg.Bulk.Rate,Bwd.Avg.Bytes.Bulk,Bwd.Avg.Packets.Bulk,Bwd.Avg.Bulk.Rate,Subflow.Fwd.Packets,Subflow.Fwd.Bytes,Subflow.Bwd.Packets,Subflow.Bwd.Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active.Mean,Active.Std,Active.Max,Active.Min,Idle.Mean,Idle.Std,Idle.Max,Idle.Min,Label,L7Protocol,ProtocolName
192.168.50.5-10.200.7.9-50104-3128-6,192.168.50.5,50104,10.200.7.9,3128,6,26/04/201711:11:39,10076041,7,4,963,205,517,0,137.5714286,194.3003321,160,0,51.25,74.5,115.9185438,1.091698615,1007604.1,3103108.768,9837326,49,10076041,1679340.167,3997378.83,9837326,655,30560,10186.66667,8945.748953,19965,2414,0,0,0,0,152,92,0.6947173,0.396981314,0,517,97.33333333,157.3844935,24769.87879,0,0,0,1,0,0,0,0,0,106.1818182,137.5714286,51.25,152,0,0,0,0,0,0,7,963,4,205,8192,125,6,20,0,0,0,0,0,0,0,0,BENIGN,124,YOUTUBE
179.1.4.210-10.200.7.199-443-34194-6,10.200.7.199,34194,179.1.4.210,443,6,26/04/201711:11:39,10073440,6,4,733,216,517,0,122.1666667,211.847508,160,0,54,75.43650752,94.20813545,0.992709541,1119271.111,3341994.429,10031245,2,10073440,2014688,4488719.295,10044344,1177,34266,11422,6206.159521,15686,4302,0,0,0,0,200,136,0.595625725,0.397083816,0,517,86.27272727,161.4955671,26080.81818,0,0,0,1,0,0,0,0,0,94.9,122.1666667,54,200,0,0,0,0,0,0,6,733,4,216,5840,243,2,32,0,0,0,0,0,0,0,0,BENIGN,124,YOUTUBE
192.168.50.5-10.200.7.9-50103-3128-6,10.200.7.9,3128,192.168.50.5,50103,6,26/04/201711:11:39,10068875,6,6,401,957,160,0,66.83333333,62.55371026,517,0,159.5,203.1351767,134.8710755,1.191791536,915352.2727,2956128.506,9826703,43,242095,48419,83495.36088,197337,2676,10068108,2013621.6,4368496.514,9826703,1866,0,0,0,0,132,132,0.595895768,0.595895768,0,517,104.4615385,148.1742304,21955.60256,0,0,0,1,1,0,0,0,1,113.1666667,66.83333333,159.5,132,0,0,0,0,0,0,6,401,6,957,5840,16350,5,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
179.1.4.210-10.200.7.199-443-34195-6,10.200.7.199,34195,179.1.4.210,443,6,26/04/201711:11:39,10066409,7,5,733,258,517,0,104.7142857,198.8254798,160,0,51.6,65.54998093,98.44622844,1.192083493,915128.0909,3021196.164,10024366,1,10066409,1677734.833,4089000.693,10024366,1061,34855,8713.75,8523.356318,17714,1,0,0,0,0,232,168,0.695382037,0.496701455,0,517,76.23076923,149.6942182,22408.35897,0,0,0,1,0,0,0,0,0,82.58333333,104.7142857,51.6,232,0,0,0,0,0,0,7,733,5,258,5840,243,2,32,0,0,0,0,0,0,0,0,BENIGN,124,YOUTUBE
192.168.131.26-10.200.7.4-49416-3128-6,192.168.131.26,49416,10.200.7.4,3128,6,26/04/201711:11:35,14876667,6,47,1896,16482,1460,0,316,569.6444505,2896,0,350.6808511,639.1410032,1235.357355,3.562625956,286089.75,1945149.885,14039369,0,837298,167459.6,170872.0186,390342,623,14876491,323401.9783,2097402.694,14237041,0,0,0,0,0,132,1000,0.403316146,3.15930981,0,2896,340.3333333,622.5016784,387508.3396,0,0,0,1,0,0,0,0,7,346.754717,316,350.6808511,132,0,0,0,0,0,0,6,1896,47,16482,8192,327,5,20,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
192.168.131.26-10.200.7.4-49416-3128-6,10.200.7.4,3128,192.168.131.26,49416,6,26/04/201711:11:50,25,2,0,12,0,6,6,6,0,0,0,0,0,480000,80000,25,0,25,25,25,25,0,25,25,0,0,0,0,0,0,0,0,0,40,0,80000,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,327,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.37-10.200.7.9-2181-3128-6,192.168.180.37,2181,10.200.7.9,3128,6,26/04/201711:11:49,301020,13,74,2183,52475,1448,0,167.9230769,394.7227849,4385,0,709.1216216,1053.415813,181575.975,289.017341,3500.232558,16477.85452,94254,0,301020,25085,41205.55018,98095,79,300956,4122.684932,17856.01712,94254,0,0,0,0,0,428,2408,43.18649924,245.8308418,0,4385,621.1136364,997.1544161,994316.9295,0,0,0,1,0,0,0,0,5,628.2528736,167.9230769,709.1216216,428,0,0,0,0,0,0,13,2183,74,52475,65535,215,5,32,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
192.168.180.37-10.200.7.9-2181-3128-6,192.168.180.37,2181,10.200.7.9,3128,6,26/04/201711:11:50,40,1,1,0,0,0,0,0,0,0,0,0,0,0,50000,40,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,25000,25000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,32768,215,0,32,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
207.244.80.182-10.200.7.199-443-47200-6,10.200.7.199,47200,207.244.80.182,443,6,26/04/201711:11:49,292724,16,9,2070,13364,1448,0,129.375,358.5291945,4344,0,1484.888889,1630.933049,52725.4342,85.40468154,12196.83333,29325.02828,89437,0,292724,19514.93333,36757.91707,94532,0,195766,24470.75,43026.42615,96709,102,0,0,0,0,340,188,54.65899619,30.74568536,0,4344,593.6153846,1168.891614,1366307.606,0,0,0,1,0,0,0,0,0,617.36,129.375,1484.888889,340,0,0,0,0,0,0,16,2070,9,13364,5840,282,15,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.180.37-10.200.7.9-2181-3128-6,10.200.7.9,3128,192.168.180.37,2181,6,26/04/201711:11:50,12,3,0,0,0,0,0,0,0,0,0,0,0,0,250000,6,8.485281374,12,0,12,6,8.485281374,12,0,0,0,0,0,0,0,0,0,0,96,0,250000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,215,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.42.58-10.200.7.6-51141-3128-6,192.168.42.58,51141,10.200.7.6,3128,6,26/04/201711:11:42,7706992,5,28,468,19823,237,0,93.6,122.879209,3916,0,707.9642857,1095.608692,2632.804082,4.281826165,240843.5,1281600.274,7257076,0,7706992,1926748,3658413.587,7410451,362,449837,16660.62963,62330.33606,292218,0,0,0,0,0,112,620,0.64876154,3.633064625,0,3916,596.7941176,1021.56009,1043585.017,0,0,0,1,0,0,0,0,5,614.8787879,93.6,707.9642857,112,0,0,0,0,0,0,5,468,28,19823,8192,262,4,20,0,0,0,0,0,0,0,0,BENIGN,122,GMAIL
216.58.222.103-10.200.7.196-443-58674-6,10.200.7.196,58674,216.58.222.103,443,6,26/04/201711:11:42,7566656,7,5,219,3916,219,0,31.28571429,82.77421959,1418,0,783.2,728.1546539,546.4765413,1.585905319,687877.8182,2180134.579,7258691,0,7566656,1261109.333,2939153.261,7258691,0,153610,38402.5,75342.40857,151407,5,0,0,0,0,232,168,0.925111436,0.660793883,0,1418,318.0769231,571.5884973,326713.4103,0,0,0,1,0,0,0,0,0,344.5833333,31.28571429,783.2,232,0,0,0,0,0,0,7,219,5,3916,14600,340,1,32,0,0,0,0,0,0,0,0,BENIGN,122,GMAIL
192.168.42.58-10.200.7.6-51141-3128-6,10.200.7.6,3128,192.168.42.58,51141,6,26/04/201711:11:50,91,2,0,12,0,6,6,6,0,0,0,0,0,131868.1319,21978.02198,91,0,91,91,91,91,0,91,91,0,0,0,0,0,0,0,0,0,40,0,21978.02198,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,308,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
157.240.0.22-10.200.7.217-443-51447-6,10.200.7.217,51447,157.240.0.22,443,6,26/04/201711:11:49,527423,2,0,0,0,0,0,0,0,0,0,0,0,0,3.792022722,527423,0,527423,527423,527423,527423,0,527423,527423,0,0,0,0,0,0,0,0,0,64,0,3.792022722,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,457,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,119,FACEBOOK
10.200.7.195-74.125.165.112-45393-443-6,74.125.165.112,443,10.200.7.195,45393,6,26/04/201711:11:17,32532365,358,401,841538,5356,15620,0,2350.664804,1224.704832,1231,0,13.35660848,122.3758351,26032.3527,23.33061245,42918.68734,1098129.845,30231977,0,32532365,91127.07283,1600101.392,30232101,1,2300309,5750.7725,26061.94152,288282,0,0,0,0,0,11464,12832,11.0044259,12.32618655,0,15620,1114.334211,1440.967352,2076386.911,0,0,0,1,1,0,0,0,1,1115.802372,2350.664804,13.35660848,11464,0,0,0,0,0,0,358,841538,401,5356,28400,6568,355,32,0,0,0,0,0,0,0,0,BENIGN,124,YOUTUBE
192.168.180.14-10.200.7.5-54946-3128-6,10.200.7.5,3128,192.168.180.14,54946,6,26/04/201711:11:17,32533764,1863,432,3683978,4142,10136,0,1977.443908,1003.935164,1231,0,9.587962963,102.7280628,113362.8436,70.54209897,14182.1116,631294.3022,30232678,0,32533764,17472.48335,700721.9627,30233302,0,2300833,5338.359629,28258.68125,409204,1,1,0,0,0,59616,13824,57.26358622,13.27851275,0,10136,1606.341028,1188.487206,1412501.838,0,1,0,0,1,0,0,0,0,1607.040959,1977.443908,9.587962963,59616,0,0,0,0,0,0,1863,3683978,432,4142,243,1444,1831,32,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.14-10.200.7.5-54946-3128-6,10.200.7.5,3128,192.168.180.14,54946,6,26/04/201711:11:50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2.00E+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,0,2.00E+06,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,458,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.14-10.200.7.5-54946-3128-6,10.200.7.5,3128,192.168.180.14,54946,6,26/04/201711:11:50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2.00E+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,0,2.00E+06,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,458,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.112.9-10.200.7.7-49800-3128-6,192.168.112.9,49800,10.200.7.7,3128,6,26/04/201711:11:50,6394,11,0,494,0,247,0,44.90909091,99.91641962,0,0,0,0,77259.93119,1720.36284,639.4,901.2163632,2716,0,6394,639.4,901.2163632,2716,0,0,0,0,0,0,0,0,0,0,368,0,1720.36284,0,0,247,41.16666667,96.1446196,9243.787879,0,0,0,1,0,0,0,0,0,44.90909091,44.90909091,0,368,0,0,0,0,0,0,11,494,0,0,8192,-1,2,32,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
192.168.220.107-10.200.7.5-55066-3128-6,192.168.220.107,55066,10.200.7.5,3128,6,26/04/201711:11:49,568078,6,40,674,9511,242,0,112.3333333,119.2822982,1701,0,237.775,491.0704941,17928.87596,80.97479571,12623.95556,55030.75096,363118,0,568078,113615.6,141459.1086,363118,17658,204673,5248.025641,14047.73162,51084,0,0,0,0,0,132,860,10.56192988,70.41286584,0,1701,216.7021277,456.9768292,208827.8224,0,0,0,1,0,0,0,0,6,221.4130435,112.3333333,237.775,132,0,0,0,0,0,0,6,674,40,9511,8192,279,5,20,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.220.107-10.200.7.5-55067-3128-6,192.168.220.107,55067,10.200.7.5,3128,6,26/04/201711:11:49,567838,7,34,966,1449,517,0,138,194.7006249,152,0,42.61764706,53.79422899,4252.973559,72.2036919,14195.95,47222.88912,258753,0,567838,94639.66667,114684.5325,303919,7822,159878,4844.787879,12793.56633,44913,0,0,0,0,0,152,740,12.32745959,59.87623231,0,517,57.5,96.1635421,9247.426829,0,0,0,1,0,0,0,0,4,58.90243902,138,42.61764706,152,0,0,0,0,0,0,7,966,34,1449,8192,279,6,20,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.220.107-10.200.7.5-55068-3128-6,192.168.220.107,55068,10.200.7.5,3128,6,26/04/201711:11:49,567396,7,33,948,1443,517,0,135.4285714,193.3820546,152,0,43.72727273,54.23172084,4213.988114,70.49750086,14548.61538,44988.19081,237454,0,567396,94566,105532.3726,282487,8619,180449,5639.03125,13456.7419,45620,0,0,0,0,0,152,720,12.33706265,58.16043821,0,517,58.31707317,96.24745166,9263.571951,0,0,0,1,0,0,0,0,4,59.775,135.4285714,43.72727273,152,0,0,0,0,0,0,7,948,33,1443,8192,279,6,20,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
179.1.4.210-10.200.7.195-443-47812-6,10.200.7.195,47812,179.1.4.210,443,6,26/04/201711:11:49,549713,10,6,449,2669,242,0,44.9,95.01631439,2048,0,444.8333333,794.930542,5672.050688,29.10609718,36647.53333,92837.47474,365045,1,549713,61079.22222,116142.114,365045,1,139945,27989,36787.07431,82174,288,0,0,0,0,328,200,18.19131074,10.91478644,0,2048,183.4117647,492.21236,242273.0074,0,0,0,1,0,0,0,0,0,194.875,44.9,444.8333333,328,0,0,0,0,0,0,10,449,6,2669,14600,243,2,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
179.1.4.210-10.200.7.195-443-59370-6,179.1.4.210,443,10.200.7.195,59370,6,26/04/201711:11:49,511069,4,6,234,717,152,0,58.5,73.34621099,517,0,119.5,210.5267204,1860.805488,19.56682953,56785.44444,119515.3367,371446,87,101524,33841.33333,27475.60519,52131,2246,510982,102196.4,153827.4186,371446,4420,0,0,0,0,136,192,7.826731811,11.74009772,0,517,86.45454545,159.6554814,25489.87273,0,0,0,1,1,0,0,0,1,95.1,58.5,119.5,136,0,0,0,0,0,0,4,234,6,717,28960,245,2,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
179.1.4.217-10.200.7.195-443-33944-6,10.200.7.195,33944,179.1.4.217,443,6,26/04/201711:11:49,549178,7,5,717,234,517,0,102.4285714,197.4199054,152,0,46.8,62.47559524,1731.678982,21.85083889,49925.27273,113541.3837,387947,1,549178,91529.66667,145943.2878,387947,8915,120928,30232,32903.93664,66223,1,0,0,0,0,232,168,12.74632269,9.104516204,0,517,73.15384615,148.4036422,22023.64103,0,0,0,1,0,0,0,0,0,79.25,102.4285714,46.8,232,0,0,0,0,0,0,7,717,5,234,14600,243,2,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.220.107-10.200.7.5-55063-3128-6,192.168.220.107,55063,10.200.7.5,3128,6,26/04/201711:11:44,5334682,13,87,881,25059,242,0,67.76923077,88.99920772,2836,0,288.0344828,612.1370581,4862.52039,18.74525979,53885.67677,426368.6878,4218460,0,5334682,444556.8333,1196097.4,4218640,141,1116015,12976.9186,58725.62365,338380,0,0,0,0,0,272,1800,2.436883773,16.30837602,0,2836,256.8316832,573.8955492,329356.1014,0,0,0,1,0,0,0,0,6,259.4,67.76923077,288.0344828,272,0,0,0,0,0,0,13,881,87,25059,8192,296,12,20,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
216.58.222.106-10.200.7.195-443-39017-6,10.200.7.195,39017,216.58.222.106,443,6,26/04/201711:11:45,5165419,17,13,1032,916,517,0,60.70588235,131.9638988,346,0,70.46153846,114.333296,377.1233273,5.807854116,178117.8966,819722.1012,4432999,0,5165419,322838.6875,1131958.986,4562269,0,607423,50618.58333,69719.06224,160978,0,0,0,0,0,552,424,3.291117332,2.516736784,0,517,62.83870968,121.1442932,14675.93978,0,0,0,1,0,0,0,0,0,64.93333333,60.70588235,70.46153846,552,0,0,0,0,0,0,17,1032,13,916,14600,349,8,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.220.107-10.200.7.5-55064-3128-6,192.168.220.107,55064,10.200.7.5,3128,6,26/04/201711:11:44,5249138,13,80,1263,4425,517,0,97.15384615,148.1394873,656,0,55.3125,143.8030997,1083.606489,17.71719471,57055.84783,472013.7639,4523450,0,686635,57219.58333,83542.40555,211181,26,5249131,66444.6962,509224.2573,4523450,0,0,0,0,0,272,1660,2.47659711,15.2405976,0,656,60.5106383,143.6950733,20648.27408,0,0,0,1,0,0,0,0,6,61.16129032,97.15384615,55.3125,272,0,0,0,0,0,0,13,1263,80,4425,8192,279,12,20,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.220.107-10.200.7.5-55062-3128-6,192.168.220.107,55062,10.200.7.5,3128,6,26/04/201711:11:44,5529399,13,81,1983,6326,715,0,152.5384615,221.0092816,901,0,78.09876543,215.871293,1502.694958,17.00003924,59455.90323,536962.0363,5179897,0,309691,25807.58333,39569.13296,132805,48,5529312,69116.4,578879.4355,5179897,0,0,0,0,0,272,1680,2.351069257,14.64896999,0,901,87.46315789,215.958517,46638.08108,0,0,0,1,0,0,0,0,6,88.39361702,152.5384615,78.09876543,272,0,0,0,0,0,0,13,1983,81,6326,8192,324,12,20,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.220.107-10.200.7.5-55064-3128-6,10.200.7.5,3128,192.168.220.107,55064,6,26/04/201711:11:50,1,2,0,12,0,6,6,6,0,0,0,0,0,1.20E+07,2.00E+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2.00E+06,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,279,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.220.107-10.200.7.5-55062-3128-6,10.200.7.5,3128,192.168.220.107,55062,6,26/04/201711:11:50,1,2,0,12,0,6,6,6,0,0,0,0,0,1.20E+07,2.00E+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2.00E+06,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,324,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
179.1.4.244-10.200.7.195-443-38725-6,10.200.7.195,38725,179.1.4.244,443,6,26/04/201711:11:44,5510151,14,10,1760,1165,715,0,125.7142857,220.7363302,863,0,116.5,266.9204001,530.8384471,4.355597514,239571.7826,1075928.079,5174494,1,5510151,423857.7692,1441109.158,5219426,1,290670,32296.66667,30487.52252,83910,184,0,0,0,0,456,328,2.540765217,1.814832298,0,863,117,231.7858207,53724.66667,0,0,0,1,0,0,0,0,0,121.875,125.7142857,116.5,456,0,0,0,0,0,0,14,1760,10,1165,14600,266,7,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.220.107-10.200.7.5-55060-3128-6,192.168.220.107,55060,10.200.7.5,3128,6,26/04/201711:11:40,9353650,33,226,2135,296294,517,0,64.6969697,121.2475476,10220,0,1311.035398,1799.917059,31905.08518,27.6897254,36254.45736,298136.6907,4080732,0,9353650,292301.5625,813892.5516,4081343,89,5272809,23434.70667,169140.1824,1834914,0,0,0,0,0,672,4568,3.528034511,24.16169089,0,10220,1147.803846,1730.328318,2994036.089,0,0,0,1,0,0,0,0,6,1152.235521,64.6969697,1311.035398,672,0,0,0,0,0,0,33,2135,226,296294,8192,523,32,20,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
172.217.17.99-10.200.7.195-443-48042-6,10.200.7.195,48042,172.217.17.99,443,6,26/04/201711:11:44,5299382,16,14,1147,4920,503,0,71.6875,139.2047503,1440,0,351.4285714,588.1446335,1144.850475,5.661037457,182737.3103,719590.3693,3883666,0,5299382,353292.1333,1076226.606,4219084,0,1086398,83569.07692,137474.3932,346264,0,0,0,0,0,520,464,3.019219977,2.64181748,0,1440,195.7096774,424.7130948,180381.2129,0,0,0,1,0,0,0,0,0,202.2333333,71.6875,351.4285714,520,0,0,0,0,0,0,16,1147,14,4920,14600,357,6,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
179.1.4.216-10.200.7.195-443-49741-6,10.200.7.195,49741,179.1.4.216,443,6,26/04/201711:11:40,9350834,55,55,1804,65526,517,0,32.8,96.38030381,5792,0,1191.381818,1316.282314,7200.427256,11.76365659,85787.46789,444503.4129,3995084,0,9350834,173163.5926,638827.5448,4080884,0,5311201,98355.57407,334510.5601,1842721,0,0,0,0,0,1768,1768,5.881828295,5.881828295,0,5792,606.5765766,1092.731453,1194062.028,0,0,0,1,0,0,0,0,1,612.0909091,32.8,1191.381818,1768,0,0,0,0,0,0,55,1804,55,65526,14600,366,12,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.220.107-10.200.7.5-55060-3128-6,10.200.7.5,3128,192.168.220.107,55060,6,26/04/201711:11:50,7,2,0,12,0,6,6,6,0,0,0,0,0,1714285.714,285714.2857,7,0,7,7,7,7,0,7,7,0,0,0,0,0,0,0,0,0,40,0,285714.2857,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,523,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.220.107-10.200.7.5-55060-3128-6,10.200.7.5,3128,192.168.220.107,55060,6,26/04/201711:11:50,67,2,0,12,0,6,6,6,0,0,0,0,0,179104.4776,29850.74627,67,0,67,67,67,67,0,67,67,0,0,0,0,0,0,0,0,0,40,0,29850.74627,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,523,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.220.107-10.200.7.5-55064-3128-6,10.200.7.5,3128,192.168.220.107,55064,6,26/04/201711:11:50,1,2,0,12,0,6,6,6,0,0,0,0,0,1.20E+07,2.00E+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2.00E+06,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,279,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.220.107-10.200.7.5-55063-3128-6,10.200.7.5,3128,192.168.220.107,55063,6,26/04/201711:11:50,314,2,0,12,0,6,6,6,0,0,0,0,0,38216.56051,6369.426752,314,0,314,314,314,314,0,314,314,0,0,0,0,0,0,0,0,0,40,0,6369.426752,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,296,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.10.47-10.200.7.6-51920-3128-6,192.168.10.47,51920,10.200.7.6,3128,6,26/04/201711:11:50,79202,3,16,232,10920,226,0,77.33333333,128.784057,3628,0,682.5,1199.143806,140804.5251,239.892932,4400.111111,15188.98193,63769,0,15133,7566.5,9480.180615,14270,863,78989,5265.933333,16630.78668,63769,0,0,0,0,0,72,380,37.87783137,202.0151006,0,3628,557.6,1096.761856,1202886.568,0,0,0,1,0,0,0,0,5,586.9473684,77.33333333,682.5,72,0,0,0,0,0,0,3,232,16,10920,8192,245,2,20,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
172.19.1.46-10.200.7.7-52489-3128-6,172.19.1.46,52489,10.200.7.7,3128,6,26/04/201711:11:48,1708339,5,29,306,25506,288,0,61.2,126.8116714,2920,0,879.5172414,987.3443321,15109.4133,19.90237301,51767.84848,259283.1917,1482785,0,1708339,427084.75,711207.6562,1484614,3885,1703766,60848.78571,281363.8657,1482785,0,0,0,0,0,112,652,2.92681956,16.97555345,0,2920,737.4857143,951.4046078,905170.7277,0,0,0,1,0,0,0,0,5,759.1764706,61.2,879.5172414,112,0,0,0,0,0,0,5,306,29,25506,8192,490,4,20,0,0,0,0,0,0,0,0,BENIGN,147,WINDOWS_UPDATE
172.19.1.46-10.200.7.7-52490-3128-6,172.19.1.46,52490,10.200.7.7,3128,6,26/04/201711:11:50,14793,6,8,312,6550,288,0,52,115.6408232,3954,0,818.75,1554.601258,463868.0457,946.3935645,1137.923077,1556.564939,5576,0,14793,2958.6,3491.28863,9101,735,9220,1317.142857,2191.73922,5576,0,0,0,0,0,132,196,405.5972419,540.7963226,0,3954,457.4666667,1171.8197,1373161.41,0,0,0,1,0,0,0,0,1,490.1428571,52,818.75,132,0,0,0,0,0,0,6,312,8,6550,8192,490,5,20,0,0,0,0,0,0,0,0,BENIGN,147,WINDOWS_UPDATE
192.168.131.26-10.200.7.6-49460-3128-6,192.168.131.26,49460,10.200.7.6,3128,6,26/04/201711:11:37,13150131,11,85,6177,26196,1460,0,561.5454545,696.5550034,3951,0,308.1882353,725.8888393,2461.800571,7.300307503,138422.4316,1114726.276,10803787,0,2346344,234634.4,407171.6202,1331216,62,13150060,156548.3333,1209416.336,11003536,0,0,0,0,0,232,1760,0.836493568,6.463813935,0,3951,333.742268,720.6076903,519275.4433,0,0,0,1,0,0,0,0,7,337.21875,561.5454545,308.1882353,232,0,0,0,0,0,0,11,6177,85,26196,8192,553,10,20,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
10.200.7.196-68.67.178.196-33221-80-6,10.200.7.196,33221,68.67.178.196,80,6,26/04/201711:11:37,12685711,11,16,7268,5557,2001,0,660.7272727,926.942295,1448,0,347.3125,500.0119624,1010.979992,2.12837893,487911.9615,1962744.855,10003322,0,2682389,268238.9,437195.9362,1133700,86,12685315,845687.6667,2561501.291,10003565,0,0,0,0,0,360,520,0.867117342,1.261261588,0,2001,458.0357143,699.2131282,488898.9987,0,0,0,1,0,0,0,0,1,475,660.7272727,347.3125,360,0,0,0,0,0,0,11,7268,16,5557,14600,3620,4,32,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
